age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
40,4,263951,1,7,0,2,1,4,0,0,0,70,38,0
51,2,157986,2,2,0,7,1,4,1,0,0,40,38,0
37,4,114599,9,13,2,1,0,4,1,0,0,40,38,1
20,4,178009,8,11,4,13,1,1,1,0,0,60,38,0
36,4,95421,15,10,2,1,0,4,1,0,0,40,38,0
27,0,252032,0,6,2,0,5,4,0,0,0,30,38,0
41,4,288563,15,10,0,2,1,4,0,0,0,40,38,0
22,4,149134,15,10,4,11,4,1,0,0,0,45,12,0
43,4,181940,4,5,2,1,0,4,1,0,0,44,5,0
24,6,148167,11,9,4,4,3,4,1,0,0,2,38,0
26,4,193207,7,12,2,3,0,4,1,0,0,40,38,1
20,4,179144,9,13,4,9,1,4,0,0,0,35,38,0
20,4,240132,15,10,4,10,2,4,0,0,0,10,38,0
42,0,137978,10,16,0,0,1,4,0,0,1297,20,38,0
18,0,333199,11,9,4,0,3,1,1,0,0,40,18,0
46,4,154800,11,9,2,3,0,2,1,0,0,50,38,1
28,4,52247,11,9,4,5,1,4,1,0,0,40,38,0
26,4,120588,15,10,4,11,3,4,0,0,0,30,38,0
29,4,190892,11,9,0,9,1,4,1,0,0,40,38,1
33,4,24307,11,9,2,11,0,4,1,0,1901,60,38,1
52,4,304540,15,10,2,7,0,4,1,0,0,70,38,0
32,4,189275,15,10,0,1,1,4,1,0,0,49,38,0
84,0,250959,9,13,0,0,1,4,0,0,0,40,38,1
18,4,516316,11,9,4,2,1,4,1,0,0,50,38,0
22,4,162468,9,13,2,1,3,1,0,0,0,30,9,0
63,5,156261,4,16,2,3,0,4,1,0,1921,60,38,1
29,4,160128,11,9,4,6,1,4,1,0,0,45,38,0
33,4,179025,11,9,2,1,5,4,1,0,0,40,0,0
49,4,201393,9,13,0,3,1,4,0,0,0,40,38,0
32,4,216459,11,9,4,13,1,4,1,0,0,40,38,0
43,4,46833,0,6,2,13,0,4,1,0,0,40,38,1
37,1,145678,9,13,4,9,1,4,1,0,0,50,38,0
32,4,36669,11,9,0,2,4,4,1,0,0,40,38,0
41,7,220311,2,2,2,13,0,4,1,0,0,40,38,1
53,4,228737,9,13,0,11,1,4,0,0,0,40,38,0
20,4,221809,11,9,2,13,0,4,1,0,0,40,38,0
40,4,34042,9,13,3,1,1,4,0,0,0,50,38,0
58,4,155793,15,10,2,6,0,4,1,0,0,40,38,0
36,0,199030,11,9,0,0,4,2,0,0,0,40,38,0
45,4,256370,0,6,0,11,1,4,0,0,0,40,5,0
28,4,30304,11,9,4,7,4,2,0,0,0,40,38,0
40,0,171801,11,9,2,0,0,4,1,0,0,58,38,0
37,4,143107,11,9,2,13,0,4,1,0,0,40,38,0
36,4,102248,11,9,3,2,1,4,0,0,0,48,38,0
32,6,239390,2,8,2,13,0,4,1,0,0,30,38,0
25,4,287208,14,15,2,9,0,4,1,15858,0,45,38,1
43,4,104394,12,14,4,9,3,4,1,0,0,40,38,0
24,7,142405,15,10,2,2,0,4,1,0,0,60,38,0
52,4,179861,8,11,2,11,5,4,0,0,0,80,38,0
33,4,246354,9,13,2,1,0,1,1,21453,0,40,38,1
49,4,185040,8,11,1,9,0,4,1,0,0,60,38,1
31,4,204617,3,9,0,0,1,4,0,0,0,48,38,0
35,4,34250,15,10,2,2,0,4,1,0,0,14,17,0
23,4,29796,11,9,2,6,0,4,1,0,0,40,38,1
33,0,138246,11,9,0,0,1,4,0,0,0,40,38,0
39,4,79160,7,12,2,9,0,4,1,5874,0,2,38,1
23,4,123131,14,15,4,9,1,1,1,0,0,50,38,0
43,4,259343,11,9,4,3,1,4,0,0,0,48,38,0
34,4,163712,11,9,2,11,0,4,1,0,0,45,38,1
41,4,68879,14,15,2,3,0,4,1,0,0,20,38,1
38,1,173956,15,10,4,1,1,4,1,3937,0,40,38,0
52,4,229370,11,9,0,7,4,4,0,0,0,45,38,0
25,4,320078,11,9,4,13,3,4,1,0,0,70,38,0
47,4,225757,7,12,0,9,3,4,0,0,0,45,38,0
43,6,264132,9,13,6,3,1,4,1,3163,0,50,38,0
37,4,86697,11,9,2,6,0,4,1,0,0,40,38,0
36,4,63179,11,9,4,2,4,2,0,0,0,38,38,0
64,0,39936,11,9,6,0,1,4,0,0,0,18,38,0
19,4,48223,15,10,4,7,3,2,0,0,0,30,38,0
26,4,71102,11,9,2,7,3,4,0,0,0,55,38,0
17,4,189211,12,14,4,9,1,4,1,0,0,40,38,0
78,2,321876,10,16,4,9,4,4,0,0,0,40,38,1
30,4,277774,15,10,2,1,5,4,0,0,0,32,38,0
25,4,185439,9,13,4,11,1,4,1,0,0,40,38,0
32,7,177361,9,13,2,3,0,4,1,5879,0,44,38,0
43,4,235970,4,3,2,7,0,4,1,0,0,40,25,0
41,4,163179,11,9,2,13,0,4,1,0,0,40,38,0
60,7,162222,9,13,0,9,1,4,1,0,0,40,38,0
76,0,192320,9,13,0,0,1,4,0,0,0,36,38,0
47,4,363577,15,10,2,6,0,4,1,0,0,45,38,0
38,4,32872,9,13,0,9,1,4,0,0,0,60,38,0
57,1,205889,12,14,2,9,0,4,1,4460,0,40,38,1
33,5,209637,15,10,0,11,1,4,1,0,0,50,38,0
33,4,101673,11,9,2,3,0,4,1,0,0,40,38,0
25,4,330496,15,10,4,7,3,4,1,0,0,42,38,0
18,4,46680,15,10,4,9,3,4,1,0,0,6,38,0
37,4,189300,8,11,2,5,5,4,0,0,0,60,38,0
61,4,206103,11,9,2,13,0,4,1,0,1938,60,38,1
25,4,194778,15,10,0,7,1,2,0,3768,0,20,38,0
60,4,69809,7,12,0,11,4,0,0,0,0,40,38,0
19,4,198331,11,9,4,1,3,2,0,0,0,20,38,0
44,6,84581,5,4,0,11,4,4,0,0,0,30,38,0
53,4,399271,15,10,2,6,0,4,1,0,1544,30,38,0
39,6,171699,14,15,2,9,0,4,1,0,0,60,38,0
35,4,213473,15,10,4,5,3,2,1,0,0,35,38,0
47,4,249290,9,13,2,1,0,4,1,0,1501,45,38,1
46,4,171162,15,10,2,11,0,0,1,0,0,40,38,1
42,5,135918,9,13,2,11,0,4,1,0,1583,60,2,0
46,2,368772,11,9,2,7,0,4,1,0,0,20,38,0
31,4,277721,4,3,2,6,0,4,1,0,0,40,38,0
26,4,167602,11,9,4,6,1,4,0,0,0,40,38,0
39,4,201738,15,10,2,12,0,4,1,0,0,40,38,0
41,6,206299,1,7,2,2,0,4,1,0,0,40,38,0
31,4,181317,11,9,4,7,3,2,0,0,0,40,38,0
29,4,144376,11,9,4,2,1,4,1,0,0,34,38,0
40,5,111709,9,13,2,11,0,4,1,0,0,40,38,1
36,4,171826,15,10,0,9,1,4,0,0,0,35,38,0
39,4,129531,1,7,2,13,0,4,1,0,0,60,38,0
21,4,163003,11,9,4,13,3,4,1,0,0,35,0,0
72,6,225522,15,10,2,11,0,4,1,0,0,12,38,1
46,4,37159,11,9,2,13,0,4,1,0,0,50,38,0
42,4,181966,12,14,4,9,1,4,0,0,0,45,38,0
33,4,232711,9,13,2,3,0,4,1,3130,0,50,38,1
79,2,83595,8,11,2,10,0,4,1,0,0,50,38,0
31,4,358987,15,10,2,11,0,4,1,0,2248,45,38,0
21,2,253701,11,9,4,5,1,4,1,0,0,40,38,0
48,4,88204,11,9,2,2,0,4,1,0,0,40,38,1
35,4,232754,9,13,4,9,1,4,1,0,0,48,38,0
59,6,92964,9,13,2,3,0,4,1,8520,0,60,38,1
37,4,334088,11,9,2,5,0,4,1,8051,0,40,38,1
39,1,124271,15,10,2,1,0,4,1,0,0,40,38,0
32,4,149446,7,12,2,3,5,4,0,0,0,60,38,0
59,4,107691,9,13,2,1,0,4,1,0,0,45,38,1
23,0,195180,11,9,2,9,5,4,0,0,0,50,38,0
29,4,276943,15,10,4,1,3,4,0,0,0,40,38,0
28,4,112950,11,9,4,13,1,2,1,0,0,40,38,0
35,4,205935,11,9,0,9,3,4,0,0,0,40,38,0
30,4,165725,15,10,2,1,0,4,1,5748,0,50,38,1
38,4,164653,11,9,0,2,4,4,0,0,0,40,38,0
26,0,29981,9,13,4,0,3,4,0,0,0,2,38,0
54,4,372867,11,9,0,13,1,4,0,0,0,20,38,0
26,4,266089,15,10,4,11,1,4,0,2413,0,40,38,0
38,4,30403,7,12,4,9,1,4,0,2224,0,40,38,0
51,4,190427,15,10,4,7,1,4,1,0,0,42,38,0
58,7,147407,11,9,2,7,0,4,1,0,1979,40,38,1
82,4,159760,14,15,2,9,0,4,1,0,0,20,38,1
44,6,198881,15,10,2,2,0,4,1,0,0,40,38,1
22,0,175685,11,9,2,2,0,4,1,0,0,40,29,0
42,5,202247,11,9,2,7,0,4,1,0,0,30,38,1
20,4,166729,15,10,4,1,4,4,0,0,0,48,38,0
52,4,218172,11,9,4,7,3,1,0,0,0,30,34,0
36,6,162615,9,13,6,9,1,4,1,0,0,40,38,0
41,6,220486,9,13,0,7,4,4,0,0,0,40,11,0
58,4,197422,11,9,2,6,0,4,1,0,0,40,38,0
29,4,101520,5,4,2,6,0,3,1,0,0,25,38,0
20,4,133365,11,9,4,13,3,2,0,0,0,40,38,0
71,4,149733,11,9,2,2,0,4,1,0,0,40,38,0
41,2,175970,15,10,2,9,5,4,0,0,0,40,38,1
24,4,396098,11,9,4,7,1,2,1,0,0,50,38,0
42,1,241930,14,15,2,3,0,4,1,0,1895,50,38,1
47,4,215078,9,13,2,13,0,4,1,6805,0,40,38,0
38,4,108348,11,9,2,2,0,0,1,0,0,40,38,0
65,2,152943,12,14,2,9,0,4,1,0,0,48,38,1
48,4,36920,11,9,2,2,0,4,1,0,0,70,38,1
42,4,84926,11,9,4,2,0,4,1,0,0,40,38,0
23,4,183281,0,6,4,8,3,4,1,0,0,20,38,0
59,6,75526,15,10,2,4,0,4,1,0,0,40,38,0
37,6,100930,15,4,2,3,0,4,1,0,0,15,38,0
56,7,37596,15,10,0,1,1,4,0,0,0,38,38,0
59,4,73382,7,12,0,3,4,4,0,0,0,40,38,1
36,4,35599,11,9,0,6,4,4,1,0,0,36,38,0
48,4,169160,9,13,4,9,1,4,1,0,0,40,38,0
69,4,25284,14,15,0,9,1,4,0,0,0,30,38,0
21,4,403028,8,11,2,13,0,4,1,0,0,60,38,1
20,4,161231,11,9,0,11,1,4,0,0,0,52,38,0
45,4,77048,9,13,6,3,1,1,0,0,0,50,38,0
35,6,183702,15,10,0,6,1,4,1,0,0,44,38,0
76,4,142509,4,5,2,13,0,4,1,0,0,70,38,1
35,4,34515,15,10,2,6,0,4,1,0,0,40,38,0
50,0,170655,11,9,3,0,3,1,1,0,2315,40,38,0
25,4,159340,11,9,4,7,3,4,0,3732,0,30,38,0
47,4,303505,15,10,0,13,1,4,0,0,0,40,38,0
78,0,147132,12,14,2,0,0,4,1,0,1593,50,38,1
61,4,138471,15,10,3,2,1,4,1,0,0,45,15,1
23,4,168766,15,10,5,6,4,4,0,0,0,30,38,0
22,6,217750,11,9,4,4,2,0,1,0,0,40,38,0
43,0,289828,15,10,2,0,0,4,1,0,0,40,38,0
46,4,95671,11,9,4,2,4,4,1,0,0,40,13,0
60,0,136400,4,3,2,0,0,4,1,0,0,40,38,0
44,4,199364,11,9,2,2,0,4,1,0,0,40,38,1
25,4,87996,9,13,0,9,1,4,0,0,0,10,38,0
33,4,126477,9,13,4,9,1,4,0,0,0,45,38,0
20,4,309833,11,9,2,3,0,4,1,0,0,45,38,0
31,4,440751,15,10,4,4,3,4,1,0,0,40,38,0
42,5,210764,12,14,2,3,0,4,1,0,0,40,38,1
34,4,158480,9,13,4,11,3,2,1,0,0,40,38,0
20,0,82965,15,10,4,0,3,4,1,0,0,15,38,0
41,4,206128,15,10,5,2,3,4,1,0,0,40,38,0
54,4,92993,15,10,2,1,0,4,1,0,0,48,38,0
55,4,159679,15,10,2,6,0,4,1,0,0,40,38,0
42,4,27062,11,9,0,1,4,4,0,0,2213,30,38,0
36,4,80689,9,13,3,9,1,4,0,0,0,48,38,0
62,4,177950,15,10,3,2,4,4,1,0,0,32,38,0
19,4,70578,11,9,4,5,3,4,1,0,0,20,38,0
33,6,627265,9,13,5,1,3,4,0,0,0,20,38,0
50,2,181072,9,13,2,12,0,4,1,0,0,45,12,1
25,4,153108,8,11,0,2,4,4,0,3331,0,70,2,0
36,4,349075,11,9,2,2,5,4,0,0,0,50,38,1
34,7,123805,11,9,4,7,3,4,1,7022,0,40,38,0
58,1,175636,15,10,2,11,0,4,1,19404,0,60,0,1
36,4,121043,9,13,4,9,1,4,1,0,0,50,38,0
25,4,309937,15,10,2,2,5,4,0,0,0,40,38,0
68,4,117204,11,9,2,13,0,4,1,0,0,40,38,0
26,4,206288,15,10,2,6,0,4,1,0,0,35,38,0
35,4,236479,9,13,0,1,4,4,0,0,0,60,38,1
58,1,230394,11,9,2,13,0,4,1,0,0,45,38,0
38,4,154323,15,10,2,7,0,4,1,0,0,40,38,0
45,2,330996,8,11,2,9,0,4,1,5126,0,55,38,1
30,4,218630,15,10,4,2,1,2,1,0,0,40,38,0
41,4,290723,9,13,0,9,1,4,0,0,1934,40,38,0
59,1,179098,11,9,2,2,5,4,0,0,0,45,38,0
70,4,73249,15,10,2,7,0,4,1,0,0,40,38,0
35,4,383916,11,9,0,7,1,4,1,0,0,50,38,0
17,4,206387,2,5,2,2,0,4,1,0,0,45,38,0
29,4,294533,15,10,4,4,4,4,0,0,0,35,38,0
36,2,183978,11,9,2,3,0,4,1,0,0,45,38,1
29,4,192823,9,13,4,6,1,4,1,0,0,50,38,0
53,4,283672,9,13,4,1,1,4,0,0,0,25,38,0
57,4,129610,9,13,2,9,0,4,1,0,1938,50,38,1
39,4,219423,9,13,2,1,0,4,1,0,0,40,38,1
40,4,314548,9,13,4,9,3,4,1,0,0,40,38,0
55,4,143656,11,9,2,3,0,4,1,8370,0,40,38,1
31,4,257481,11,9,0,2,1,4,1,0,0,40,38,0
35,4,187369,11,9,0,5,1,4,0,0,0,40,38,0
39,4,196893,15,10,5,9,1,4,0,0,0,40,38,0
40,4,335103,15,10,2,2,0,4,1,0,0,45,38,1
42,4,198562,8,11,4,2,1,4,1,0,0,40,38,0
36,4,95268,12,14,0,9,1,4,1,0,0,32,38,0
54,5,169554,11,9,2,6,0,4,1,0,0,45,38,0
35,4,310274,9,13,2,11,0,4,1,0,0,40,38,1
35,4,206058,15,10,4,11,4,4,0,0,0,60,38,1
22,4,196367,6,5,2,3,0,4,1,0,0,52,38,0
43,6,113067,12,14,2,9,0,4,1,0,0,50,38,1
29,7,212772,12,14,4,9,1,4,1,0,0,10,38,0
47,4,99807,11,9,4,5,1,2,0,0,0,20,38,0
55,4,197472,11,9,4,1,3,4,0,0,0,40,38,0
37,6,143716,11,9,0,7,4,4,1,0,0,60,38,0
24,4,248140,11,9,4,5,1,4,1,13319,0,35,38,0
29,4,276475,8,11,4,1,3,4,1,0,0,10,38,0
52,7,256163,9,13,2,11,0,4,1,0,0,48,38,0
41,4,205131,15,10,2,3,5,4,0,0,0,40,38,1
18,4,149929,5,4,4,7,2,4,0,0,0,35,25,0
35,6,433917,7,12,2,4,0,4,1,0,0,55,38,1
61,6,41642,5,4,6,12,0,4,1,0,0,15,38,0
71,0,78906,11,9,0,0,1,4,0,0,0,45,38,0
55,4,25750,9,13,0,9,4,4,1,0,0,55,38,0
48,4,28482,9,13,4,13,1,4,1,0,0,40,38,0
22,4,189677,15,10,4,1,3,2,0,0,0,25,38,0
22,4,182972,2,8,4,7,1,4,1,0,0,30,38,0
37,4,381318,15,10,0,3,1,4,0,0,0,55,38,0
47,4,204154,15,10,2,7,0,4,1,4732,0,40,2,0
38,4,100816,12,14,4,1,1,4,0,0,0,36,38,0
28,2,131614,11,9,0,1,4,4,0,0,0,45,38,0
50,4,175632,9,13,2,11,0,4,1,23549,0,50,38,1
19,0,175412,11,9,4,0,2,4,1,0,0,20,38,0
30,7,349983,15,10,4,3,4,2,0,0,0,28,38,0
45,4,290822,15,10,4,1,4,4,0,0,0,40,38,0
28,4,210754,11,9,2,7,0,4,1,0,0,30,38,0
30,4,112659,0,6,4,7,4,2,0,0,0,25,38,0
25,4,293773,12,14,4,3,1,4,0,0,0,40,38,0
28,4,179363,9,13,4,9,1,4,0,0,0,55,38,0
34,4,150208,7,12,0,9,4,4,0,0,0,40,38,0
62,4,282976,15,10,2,3,0,4,1,18505,0,60,38,1
33,4,110832,9,13,0,9,4,4,1,0,0,40,38,1
36,4,109812,0,6,6,5,4,4,0,0,0,45,38,0
42,4,61728,15,10,2,9,0,4,1,0,0,45,38,1
36,4,265299,7,12,2,9,0,4,1,0,0,55,38,1
31,4,239762,11,9,4,5,3,2,0,0,0,40,38,0
22,4,183727,11,9,4,13,3,2,1,0,0,40,38,0
51,4,303432,15,10,2,1,0,4,1,0,0,45,38,0
52,6,382500,11,9,0,4,4,4,0,0,0,38,38,0
45,4,37059,11,9,0,2,1,2,1,0,0,40,38,0
33,6,232015,15,10,2,2,5,4,1,0,0,30,38,0
26,4,169257,11,9,0,3,1,4,1,0,0,50,38,0
22,4,206958,11,9,2,6,4,4,1,0,0,30,38,0
24,4,198622,15,10,4,8,4,4,0,0,0,45,38,0
46,4,194679,15,10,2,7,0,4,1,0,0,55,38,1
27,4,333436,15,10,2,7,0,4,1,0,0,38,8,0
27,4,166201,15,10,4,1,4,4,0,0,0,40,38,0
29,4,79110,12,14,4,3,3,1,1,0,0,40,19,0
32,2,387053,8,11,2,3,0,4,1,4345,0,40,38,0
48,4,397243,15,10,2,5,0,4,1,0,0,45,38,1
56,4,147107,9,13,2,9,0,4,1,0,0,48,38,1
41,6,89284,15,10,0,1,1,2,0,0,0,85,38,0
45,4,136732,11,9,6,2,1,4,1,0,0,44,38,1
19,4,176412,11,9,4,11,3,4,1,0,0,20,38,0
23,1,60154,14,15,4,9,1,4,0,0,2293,50,38,0
51,7,197519,9,13,2,9,0,4,1,0,0,45,38,0
82,1,204029,9,13,4,9,1,4,0,0,0,40,38,0
37,4,101161,9,13,2,3,0,4,1,6084,0,45,38,1
52,4,207435,0,6,2,2,0,2,1,8496,0,36,38,0
29,4,387597,11,9,4,2,3,4,1,0,0,40,38,0
35,4,166314,11,9,4,2,1,4,1,0,0,40,38,0
36,4,205987,0,6,5,2,1,4,1,0,0,40,38,0
18,0,200581,12,14,4,0,3,4,0,0,0,40,38,0
28,4,83743,9,13,4,3,1,4,0,0,0,60,38,0
42,4,174842,11,9,2,6,0,1,1,0,0,40,13,1
51,0,174484,11,9,0,0,4,2,0,0,0,40,38,0
40,4,178194,9,13,2,12,0,4,1,0,0,40,38,1
64,4,646985,9,13,5,1,1,4,0,0,0,40,38,0
52,2,44761,15,10,5,7,1,4,1,0,0,48,38,0
52,4,190046,9,13,2,1,0,4,1,0,0,40,38,0
43,4,249310,15,10,0,6,4,4,0,0,0,45,38,0
52,1,283697,9,13,2,10,0,4,1,0,0,48,0,0
41,4,99059,15,10,0,1,1,4,0,0,0,49,38,0
33,4,174970,1,7,2,8,0,4,1,0,0,45,38,0
45,4,326018,0,6,2,2,0,4,1,0,0,40,38,0
50,4,250705,7,12,2,9,0,1,1,5284,0,40,38,1
58,4,162448,15,10,2,7,0,4,1,0,0,50,38,1
41,2,174758,15,10,2,9,0,4,0,0,0,40,38,1
35,7,272777,11,9,2,2,0,4,1,0,0,40,38,0
32,4,228805,9,13,2,9,0,4,1,0,1485,40,38,0
20,4,199556,15,10,0,3,1,4,0,0,0,32,38,0
79,4,80777,15,10,2,3,0,4,1,0,0,40,38,0
42,4,175572,9,13,2,9,5,4,1,20059,0,40,38,1
23,4,192234,0,6,2,2,0,4,1,6262,0,40,21,0
19,0,202462,2,8,4,0,3,4,0,0,0,30,38,0
21,4,168114,9,13,4,9,1,1,0,0,0,45,38,0
19,4,229568,15,10,4,6,3,4,1,0,0,20,38,0
19,4,211831,1,7,4,2,2,4,1,0,0,50,38,0
38,4,136661,11,9,4,1,1,4,0,0,0,50,38,0
35,4,140823,11,9,2,6,0,4,1,0,0,25,38,0
70,4,182102,11,9,4,2,3,4,1,0,0,30,38,0
45,4,143740,2,8,2,12,0,4,1,0,0,40,38,0
19,4,162741,15,10,4,11,1,4,0,0,0,20,38,0
35,4,168576,11,9,2,7,5,4,0,0,0,34,38,1
29,1,435721,15,10,4,2,3,4,1,0,0,25,38,0
59,4,265987,12,14,2,3,0,4,1,99999,0,60,38,1
19,4,22963,15,10,0,11,4,4,0,0,0,37,38,0
24,4,220357,11,9,2,6,0,4,1,0,0,40,38,1
31,2,80164,0,6,0,13,0,4,1,0,0,36,38,0
33,4,167592,11,9,2,2,0,4,1,0,0,48,38,0
44,4,103349,12,14,2,3,0,4,1,0,1977,50,38,1
45,2,367789,12,14,2,9,0,4,1,0,0,45,38,1
26,4,190504,15,10,4,7,3,4,1,0,0,25,38,0
38,4,302947,7,12,2,9,0,3,1,0,0,55,0,1
32,4,139833,8,11,0,3,1,4,0,0,0,30,38,0
21,4,235675,15,10,4,2,1,2,1,0,0,48,38,0
23,4,116804,9,13,4,9,1,4,0,0,0,40,38,0
45,7,300854,9,13,6,9,1,1,0,0,0,35,27,0
57,4,228628,6,5,2,6,0,4,1,8241,0,25,38,0
64,2,283365,15,10,2,9,0,4,1,7482,0,50,38,0
25,4,200195,11,9,4,7,1,2,1,0,0,40,38,0
17,4,209429,15,10,4,12,1,2,0,0,0,25,38,0
25,4,142606,1,7,4,2,1,4,0,0,0,40,38,0
18,7,265796,11,9,4,11,1,4,0,0,0,60,38,0
29,4,172083,8,11,2,2,0,4,1,0,0,40,38,1
46,2,290426,7,12,2,13,0,4,1,0,0,30,38,0
59,4,172744,11,9,3,6,1,2,1,0,0,40,38,0
50,5,131855,15,10,0,3,4,4,0,0,0,48,38,1
45,6,168903,11,9,2,4,0,4,1,0,0,60,38,0
34,4,151803,11,9,4,5,4,4,0,0,0,35,38,0
22,4,152510,11,9,4,13,4,4,0,0,0,40,38,0
47,4,111853,9,13,2,1,0,2,1,0,0,40,38,1
43,4,80148,11,9,0,2,1,4,1,0,0,49,38,0
37,4,162997,7,12,2,9,0,2,1,0,0,55,38,1
30,4,317410,11,9,4,10,1,2,1,0,0,60,38,0
20,2,165017,11,9,0,6,3,4,0,0,0,40,38,0
46,4,202352,7,12,4,9,1,4,1,0,0,45,0,0
49,4,73020,9,13,2,2,0,4,1,0,0,40,38,1
57,1,105086,8,11,6,1,4,4,0,0,0,40,38,0
44,4,295067,15,10,0,1,4,4,0,0,0,60,38,0
40,1,135592,9,13,4,9,1,4,1,0,0,40,38,0
