age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
38,4,253944,15,10,5,2,1,4,1,0,0,40,38,0
67,4,83693,12,14,2,3,0,4,1,8322,0,60,38,1
25,4,256465,15,10,4,11,1,4,1,0,0,45,38,0
35,5,155421,7,12,2,7,0,4,1,0,0,70,38,0
27,4,296332,15,10,0,6,1,4,1,0,0,40,38,0
31,4,71381,15,10,0,2,4,4,0,0,0,40,38,0
50,4,231603,11,9,2,11,0,4,1,0,1974,70,38,1
28,4,194963,11,9,0,2,4,4,1,0,0,50,38,0
36,4,181004,9,13,4,11,1,2,0,0,0,60,38,1
83,4,209888,11,9,6,1,4,4,0,0,0,40,38,0
43,4,650723,11,9,2,1,0,4,1,0,0,48,38,1
30,4,280517,0,6,2,7,0,4,1,0,0,2,0,0
20,6,199016,11,9,2,5,0,4,1,0,0,40,38,0
29,4,191954,11,9,4,11,1,4,1,0,0,90,38,0
40,4,127444,11,9,2,1,5,4,0,0,0,40,38,1
63,6,128768,10,16,0,9,1,4,1,0,2429,60,38,0
38,4,140515,11,9,2,11,0,4,1,0,0,40,38,1
45,4,177195,4,3,2,2,0,4,1,0,0,50,38,1
59,5,290597,15,10,2,1,0,4,1,0,0,40,38,1
35,4,126004,14,15,2,9,0,4,1,0,0,20,38,1
74,4,186280,11,9,2,2,0,2,1,0,0,40,38,0
62,0,192138,12,14,2,0,0,4,1,7479,0,45,38,1
17,4,189094,1,7,4,11,3,4,1,0,0,15,38,0
57,4,155883,14,15,5,11,4,4,1,0,0,45,38,1
64,4,83755,11,9,2,6,1,4,0,0,0,20,38,0
33,5,202743,9,13,2,3,0,4,1,0,0,40,38,0
30,4,261434,11,9,0,8,3,4,1,0,0,55,38,0
40,0,260827,15,10,0,0,1,4,0,2647,0,25,38,0
55,4,121716,9,13,4,9,1,4,1,0,0,55,38,0
57,4,198709,11,9,2,1,0,4,1,0,0,40,38,1
57,4,194059,11,9,2,12,0,4,1,0,0,40,38,0
38,4,88900,15,10,4,1,3,4,0,0,0,24,38,0
42,4,115624,15,10,4,3,4,4,0,0,0,40,38,0
53,4,194513,9,13,0,3,1,1,0,0,0,50,38,0
48,7,380309,15,10,2,1,0,4,1,0,0,40,38,0
28,4,288696,11,9,2,2,0,4,1,0,0,40,38,0
37,4,199846,12,14,2,9,5,4,0,0,0,30,38,1
53,4,162109,15,10,2,11,0,4,1,7663,0,40,38,0
22,4,251305,12,14,4,3,1,4,1,0,0,40,38,1
44,6,249350,11,9,0,13,1,4,0,0,0,50,38,0
38,0,197013,15,10,2,0,0,4,1,7680,0,40,38,1
28,4,140520,15,10,4,1,3,4,0,0,0,30,38,0
42,1,192287,3,2,0,9,1,4,1,0,0,40,38,0
41,4,83965,9,13,2,9,0,4,1,0,0,45,38,1
32,1,175365,15,10,4,13,1,4,1,0,0,55,38,1
45,4,245468,11,9,5,9,4,2,0,0,1883,40,38,0
72,4,192604,15,10,2,9,0,4,1,0,1895,40,38,1
27,4,157297,11,9,4,11,4,2,0,0,0,5,14,0
18,4,233409,11,9,4,6,3,4,0,0,0,20,38,0
19,4,109758,11,9,4,5,4,4,1,0,0,40,38,0
26,4,157020,15,10,4,12,3,4,0,0,0,12,38,0
66,4,373172,11,9,2,2,0,4,1,0,2035,40,38,0
32,1,264612,12,14,2,9,0,4,1,0,0,45,38,1
23,4,32860,11,9,2,2,0,4,1,0,0,40,38,0
48,4,54001,9,13,2,9,0,2,1,0,0,40,38,0
28,4,291828,0,6,2,11,0,4,1,0,0,55,38,0
33,4,147159,15,10,5,2,1,4,0,0,0,40,38,0
56,4,76917,6,5,2,6,0,4,1,0,0,40,38,0
31,2,91749,11,9,2,6,0,4,1,0,0,40,38,0
26,2,167882,11,9,4,12,1,4,1,0,0,40,38,0
33,4,96796,6,5,2,12,0,1,1,0,0,30,23,0
72,4,254992,12,14,3,3,1,4,1,0,0,20,38,0
30,4,30717,11,9,0,2,1,4,1,0,0,50,38,0
37,2,69358,12,14,2,9,0,4,1,0,0,40,38,1
61,4,289933,11,9,0,11,1,4,1,1109,0,40,38,0
60,6,188218,15,10,2,2,0,4,1,0,0,40,38,1
71,6,168432,5,4,6,4,1,4,1,0,0,40,38,0
61,2,266779,9,13,2,9,0,4,1,0,0,40,38,0
17,4,49913,0,6,4,7,1,4,0,0,0,15,38,0
27,4,32852,11,9,4,13,3,1,0,2182,0,40,29,0
27,2,105287,13,12,2,9,0,4,1,0,0,40,38,1
42,4,200126,15,10,4,2,3,4,1,0,0,35,38,0
31,5,81513,8,11,2,2,0,4,1,0,0,50,38,1
42,4,110370,11,9,2,2,0,4,1,0,0,50,21,0
22,4,190635,11,9,4,6,1,4,1,0,0,40,25,0
38,4,216740,11,9,0,6,1,4,0,0,0,36,38,0
53,4,68476,8,11,4,12,1,2,0,0,0,40,38,0
59,6,146946,7,12,2,3,0,4,1,0,0,40,38,0
32,4,338622,15,10,0,2,1,4,1,0,0,35,38,0
49,2,121194,11,9,2,10,0,4,1,0,0,40,25,0
23,4,23074,15,10,2,5,0,4,1,0,0,40,38,0
29,4,167577,11,9,4,13,3,4,1,0,0,40,25,0
39,2,334860,15,10,4,2,1,4,1,0,0,30,38,0
48,4,144069,9,13,0,12,1,4,1,0,0,50,38,0
68,0,177489,15,10,0,0,4,4,0,0,0,40,38,0
33,4,235438,11,9,5,7,1,2,1,0,0,2,38,0
45,4,190863,15,10,2,11,0,4,1,22465,0,40,38,1
47,6,190029,15,10,2,7,5,4,0,0,0,40,38,1
30,6,165354,11,9,4,5,2,4,0,0,0,40,38,0
28,4,384472,11,9,2,2,0,4,1,0,0,45,25,0
54,0,172445,15,10,2,0,0,4,1,0,0,10,38,1
39,4,130367,9,13,2,3,0,4,1,0,0,40,38,0
37,6,250168,11,9,0,2,1,2,1,0,2468,40,38,0
49,4,169614,15,10,0,2,1,4,1,0,0,40,38,0
67,4,75039,8,11,2,1,0,4,1,0,0,40,38,0
48,1,187611,3,2,2,2,0,4,1,0,0,40,38,1
39,4,153678,11,9,4,7,3,4,1,0,0,40,0,0
38,4,150393,9,13,4,3,4,4,0,0,0,60,38,1
34,4,158595,11,9,4,5,1,2,1,0,0,40,25,0
40,4,87518,12,14,2,9,0,4,1,8248,0,44,38,1
48,6,189757,15,10,4,9,1,4,0,0,0,30,38,0
26,5,207483,10,16,2,9,0,4,1,0,0,50,38,1
38,4,225304,11,9,1,10,0,4,1,0,0,48,23,0
43,4,148279,11,9,2,6,0,4,1,0,0,25,38,0
32,6,298039,11,9,0,13,1,4,1,0,0,32,38,0
41,4,41936,9,13,4,11,3,4,0,0,0,35,38,0
35,4,360414,11,9,6,11,4,1,0,0,1880,30,38,0
29,7,143081,15,10,4,3,1,4,1,0,0,40,38,0
40,2,301007,12,14,0,9,1,4,1,4834,0,40,38,0
24,4,188439,12,14,4,9,3,4,1,0,0,40,38,0
44,1,101508,15,10,2,11,0,4,1,0,1504,50,38,1
88,4,170414,1,7,4,1,2,4,0,0,0,40,25,0
47,4,194923,11,9,2,1,0,4,1,7585,0,40,38,1
40,4,152359,9,13,2,11,0,4,1,0,0,40,38,1
39,4,107637,11,9,2,2,0,4,1,0,0,50,38,1
40,2,131968,9,13,4,9,3,4,0,0,0,80,38,0
24,4,178130,11,9,4,11,3,2,0,0,0,40,38,0
28,4,210639,11,9,4,11,1,4,0,0,0,40,38,0
30,6,106518,7,12,2,9,0,4,1,0,0,54,38,0
50,0,161474,11,9,0,0,3,4,0,0,0,40,38,0
20,4,88525,9,13,2,3,0,2,1,0,0,50,38,1
34,4,171312,15,10,2,3,0,4,1,0,0,64,38,1
47,4,160424,9,13,2,3,0,4,1,0,0,52,38,0
38,7,79951,15,10,0,6,1,4,0,0,0,40,38,0
22,7,174441,15,10,4,11,1,4,0,0,0,40,38,0
36,4,285863,11,9,6,3,1,2,1,0,0,40,38,0
47,6,47516,12,14,4,3,1,4,1,99999,0,55,38,1
62,4,124580,11,9,0,2,1,4,1,0,0,40,38,0
52,4,139258,5,4,2,7,0,4,1,0,0,40,25,0
28,4,187341,7,12,4,1,4,2,0,0,0,40,38,0
20,4,332201,15,10,5,1,3,4,0,0,0,35,38,0
50,4,178474,8,11,0,1,1,4,0,0,0,40,38,0
30,4,196157,12,14,2,3,0,4,1,19387,0,54,38,1
21,4,291892,11,9,5,6,3,4,1,0,0,40,38,0
52,4,123048,5,4,5,5,1,2,1,0,0,40,0,0
71,4,22730,7,12,2,6,0,2,1,0,0,40,22,0
45,2,143353,9,13,2,10,0,2,1,0,1889,45,38,0
59,4,137956,14,15,2,9,0,4,1,25917,0,20,38,1
48,0,106110,15,10,5,0,1,2,1,0,0,40,38,0
38,4,125441,11,9,2,11,0,4,1,0,0,40,38,0
34,4,202964,9,13,4,3,1,1,0,0,0,40,34,0
27,4,29985,11,9,4,6,3,4,0,0,0,40,38,0
37,4,67591,15,10,4,3,3,4,0,0,0,40,38,0
41,0,293222,6,4,2,0,5,4,0,0,0,39,38,0
42,4,109628,8,11,4,11,1,4,0,0,0,48,38,0
37,4,186916,8,11,2,3,5,4,0,0,0,45,2,0
48,0,64507,9,13,2,0,0,1,1,7536,0,40,29,1
33,0,130039,11,9,4,0,1,4,1,0,0,40,38,0
34,4,109520,11,9,2,2,0,4,1,0,1926,60,38,0
37,1,227812,11,9,0,3,4,4,0,0,0,45,38,0
49,4,372900,11,9,2,2,0,4,1,0,0,40,38,0
64,6,117780,15,10,2,11,0,4,1,0,0,45,38,1
35,2,32838,0,6,5,7,3,4,0,0,0,20,38,0
34,4,266820,14,15,4,9,1,4,1,0,1886,40,38,1
52,1,100453,7,12,2,9,0,4,1,0,0,40,38,1
51,6,205210,12,14,4,9,1,4,1,0,0,40,38,0
31,4,423155,11,9,5,11,4,4,0,0,0,40,38,0
36,6,342370,9,13,4,9,1,2,0,0,1596,45,38,0
31,4,212166,11,9,4,1,4,4,0,0,0,40,38,0
31,4,145949,12,14,4,9,1,2,0,0,0,40,38,0
47,4,191222,9,13,0,3,1,4,0,0,0,50,38,1
26,4,123884,0,6,2,6,0,2,1,0,0,35,38,0
31,0,278923,13,12,2,0,0,4,1,0,0,40,38,1
17,4,62226,11,9,4,7,3,4,0,0,0,20,38,0
45,4,100724,15,10,0,10,1,4,1,0,0,40,38,0
53,6,304593,12,14,2,9,0,4,1,0,0,40,38,1
22,4,377570,15,10,4,13,1,2,1,0,0,40,38,0
22,7,277624,15,10,4,7,1,4,1,0,0,50,19,0
46,4,106177,12,14,0,3,1,4,1,0,0,45,38,1
42,4,181873,15,10,5,1,4,4,0,0,0,40,38,0
20,4,388844,11,9,4,13,2,4,1,0,0,48,38,0
34,4,106626,7,12,2,2,0,2,1,0,1892,40,38,1
37,2,150408,15,10,4,10,4,4,1,0,0,40,38,0
43,5,187227,11,9,2,12,4,4,0,0,0,60,38,0
37,5,263883,0,6,4,9,3,4,1,0,0,50,38,0
58,4,234630,12,14,3,3,1,4,1,0,0,40,38,0
32,6,190391,11,9,2,13,0,4,1,0,0,60,38,0
22,6,337210,9,13,2,3,0,4,1,0,0,40,38,1
44,4,336160,11,9,2,1,0,4,1,0,0,55,38,0
18,2,290244,11,9,4,7,2,4,0,0,1644,40,38,0
23,0,161404,15,10,0,0,1,1,0,0,0,42,19,0
19,4,188032,15,10,4,7,3,4,0,0,0,15,38,0
43,4,306264,9,13,2,9,5,4,0,0,0,45,38,1
41,7,204225,15,10,2,1,0,4,1,0,0,40,38,0
55,4,163188,11,9,5,5,3,4,1,0,0,40,38,1
51,4,155447,9,13,4,9,1,4,0,0,0,40,38,0
53,4,126127,15,10,2,3,0,4,1,0,0,40,38,1
56,0,120577,12,14,2,0,5,4,0,5026,0,40,38,1
18,4,184302,1,7,4,5,3,4,1,0,0,10,38,0
26,6,226429,9,13,2,10,0,4,1,0,0,35,38,0
42,6,330855,9,13,0,9,4,4,0,0,0,55,38,0
61,2,231615,7,12,0,9,1,4,1,0,0,40,38,0
39,4,120907,11,9,2,1,0,4,1,0,0,45,38,0
46,2,292617,15,10,2,7,0,4,1,0,0,40,38,1
52,6,34695,11,9,0,6,1,4,0,0,0,40,38,0
53,4,197422,14,15,2,11,0,4,1,0,0,40,38,0
35,4,49578,10,16,0,9,4,4,0,0,1890,38,38,0
40,7,254202,7,12,2,6,0,4,1,0,0,60,38,0
42,4,256899,3,2,4,9,1,4,0,0,0,40,38,0
24,4,153578,15,10,4,13,3,4,1,0,0,41,38,0
47,4,29880,12,14,2,9,5,4,0,0,0,40,38,1
43,4,194084,11,9,2,2,0,4,1,0,0,55,38,0
66,4,111309,7,12,2,13,0,4,1,0,0,40,38,0
44,4,350796,11,9,2,2,0,4,1,0,0,45,38,1
62,4,113228,2,8,2,6,0,4,1,0,0,45,38,0
24,4,337228,9,13,4,0,1,4,1,0,2302,40,38,0
25,4,115105,15,10,2,2,0,4,1,4363,0,65,38,1
48,4,376522,1,7,2,5,0,4,1,0,0,40,38,1
25,4,252362,15,10,4,1,3,1,0,0,0,45,39,0
25,4,126920,0,6,0,6,1,4,0,0,0,40,38,0
38,5,314724,12,14,2,11,0,4,1,0,0,40,38,1
41,4,169690,11,9,2,2,0,4,1,0,0,40,38,0
65,0,65570,11,9,2,0,0,4,1,0,0,38,38,0
52,6,205518,9,13,2,10,0,4,1,0,0,40,38,0
22,6,26575,10,16,2,9,0,4,1,0,0,95,38,1
31,4,102773,0,6,4,5,3,4,1,0,0,35,38,0
30,4,224393,15,10,6,6,1,4,0,0,0,45,38,0
57,1,179331,15,10,0,1,1,4,0,0,0,40,38,0
39,4,116898,15,10,4,7,3,4,1,0,0,20,38,0
43,4,162212,15,10,2,7,0,4,1,0,0,40,38,0
54,4,186172,11,9,2,7,0,4,1,0,0,95,38,0
50,4,311878,3,2,6,11,1,2,0,0,0,40,38,0
40,4,187569,13,11,4,2,1,4,0,0,0,40,38,0
31,4,96836,15,10,4,12,1,4,1,0,0,50,38,0
31,4,55336,11,9,2,3,0,4,1,0,0,40,38,0
34,4,36685,0,6,2,7,0,4,1,0,0,40,38,0
60,4,466837,5,4,2,13,0,4,1,0,0,40,38,0
32,4,67428,2,8,0,8,4,4,1,0,0,40,38,0
30,1,168196,12,14,4,3,1,1,0,0,0,50,39,1
47,4,295517,15,10,2,2,0,4,1,0,0,40,38,0
21,4,65474,11,9,4,7,3,4,0,0,0,30,38,0
56,0,113278,7,12,0,0,3,4,0,0,0,30,38,0
61,2,136857,12,14,2,9,0,4,1,0,0,60,38,1
17,6,369430,15,10,4,1,3,4,0,0,0,10,38,0
48,2,221184,11,9,2,10,0,4,1,0,0,40,38,0
40,4,217863,0,6,2,2,0,4,1,2783,0,35,6,0
54,5,333091,15,10,2,3,5,4,0,2829,0,65,38,1
51,6,178775,11,9,4,4,3,4,1,0,0,40,38,0
44,4,69824,11,9,2,3,0,2,1,0,0,35,38,0
55,4,144275,6,5,2,13,0,4,1,0,0,40,38,0
50,4,50257,9,13,0,11,1,2,1,0,0,50,38,0
32,4,203036,9,13,2,3,0,2,1,0,0,40,38,1
26,7,184109,9,13,2,12,5,4,0,0,0,40,38,1
32,4,298538,7,12,2,11,5,2,0,0,0,40,38,0
34,4,53498,15,10,4,2,3,4,1,0,0,59,38,0
33,4,190727,11,9,4,1,3,2,1,0,0,30,38,0
46,4,198112,8,11,1,11,0,4,1,0,0,73,38,0
37,1,187899,11,9,2,7,0,4,1,0,0,40,38,0
33,4,47426,14,15,0,9,4,4,1,0,0,40,38,0
47,2,184352,9,13,6,1,1,4,1,0,0,45,38,0
20,4,123495,15,10,2,11,0,4,1,0,0,40,38,0
50,4,113843,8,11,2,13,0,4,1,0,0,40,38,1
39,4,418248,9,13,2,5,0,4,1,7469,0,40,38,1
63,4,667602,5,4,2,2,0,4,1,0,0,52,25,0
53,4,25347,4,3,6,11,1,4,1,0,0,40,38,1
67,0,33597,1,7,2,0,0,4,1,0,0,2,38,0
19,4,149321,15,10,4,5,3,4,1,0,0,48,38,0
29,4,198580,9,13,2,11,5,4,0,0,0,10,38,0
29,4,133307,11,9,4,6,4,2,0,0,0,40,6,0
56,4,27068,11,9,2,6,0,4,1,0,2045,40,38,0
48,2,32704,8,11,5,1,1,4,0,0,0,40,38,0
28,4,228129,15,10,2,3,0,4,1,0,0,40,38,1
58,4,61814,15,10,2,2,0,4,1,0,0,60,38,0
43,4,288245,11,9,4,9,1,4,1,0,0,40,38,0
36,4,170214,14,15,2,9,1,1,1,3791,0,50,25,1
23,2,34302,9,13,2,9,5,4,0,0,0,40,38,0
29,4,321917,12,14,2,9,0,4,1,0,0,40,38,0
29,4,151221,11,9,2,11,0,4,1,0,0,45,38,0
39,4,187798,11,9,5,6,3,2,0,0,0,30,38,0
46,4,25980,15,10,2,4,0,3,1,0,0,65,23,0
52,6,154306,10,16,4,9,1,4,0,0,0,50,38,0
21,4,270809,12,14,0,3,4,4,0,0,0,43,38,0
45,4,163664,15,10,0,1,1,4,0,0,0,35,38,0
52,6,298508,7,12,6,10,1,4,1,0,0,85,38,0
53,4,180257,11,9,2,13,0,4,1,0,0,40,38,0
33,4,196351,6,5,2,6,0,4,1,0,0,24,38,0
29,2,34289,11,9,2,2,5,4,0,0,0,40,38,1
61,6,189097,5,4,2,13,0,4,1,0,0,30,38,0
27,4,39945,9,13,2,9,0,4,1,0,0,40,38,1
49,2,177260,9,13,2,9,0,4,1,0,0,42,38,0
37,4,87282,5,4,4,2,1,1,1,0,0,40,13,0
41,1,166105,8,11,2,2,0,4,1,0,0,40,38,0
40,1,131283,9,13,3,9,1,4,0,0,0,40,5,0
41,4,193001,9,13,3,3,1,4,1,0,0,42,38,0
37,7,222089,15,10,0,13,1,4,0,0,0,40,38,0
36,4,36911,15,10,6,2,1,4,0,0,0,40,38,0
45,6,283425,11,9,2,2,0,4,1,0,0,40,38,0
36,4,244924,8,11,0,5,4,4,0,0,0,24,25,0
62,2,195646,9,13,2,7,0,4,1,0,0,52,38,0
34,4,229501,14,15,0,9,3,4,0,0,0,45,38,0
34,4,134479,9,13,2,11,0,4,1,0,0,39,38,1
40,4,281812,11,9,4,1,4,2,0,0,0,40,38,0
21,2,305593,11,9,4,1,4,4,0,0,0,40,38,0
52,4,199247,4,15,3,9,4,4,1,0,0,55,38,0
34,6,326890,9,13,2,11,0,4,1,0,0,70,38,1
37,6,105887,10,16,2,3,0,4,1,0,0,40,38,0
51,4,109806,9,13,2,11,0,4,1,0,0,55,38,1
22,4,64157,15,10,4,0,3,4,1,2685,0,40,0,1
29,4,416811,11,9,0,7,1,4,0,0,0,38,38,0
32,4,85163,11,9,0,7,4,4,0,0,0,50,38,0
36,5,163565,7,12,0,4,1,4,1,0,0,70,38,0
48,4,107862,15,10,0,13,1,4,1,0,0,55,38,0
57,6,322187,0,6,2,2,0,4,1,0,0,50,38,0
54,0,349380,14,15,0,0,4,4,0,0,0,60,38,0
47,4,177794,15,10,4,3,1,2,1,0,0,50,39,0
70,2,343609,8,11,2,5,0,4,1,0,0,48,38,0
30,4,163594,15,10,2,11,0,4,1,0,0,40,38,0
21,4,166437,11,9,4,13,3,4,1,0,0,40,38,0
40,0,348211,10,16,2,9,5,4,0,0,0,40,15,0
40,5,172882,8,11,2,3,0,4,1,0,0,50,38,1
24,4,94901,15,10,2,5,0,4,1,0,0,75,38,0
67,4,247188,11,9,2,5,0,4,1,0,0,40,5,0
61,4,252594,0,6,2,3,0,4,1,0,0,40,38,0
36,6,179761,8,11,4,3,3,4,1,0,0,40,38,0
50,6,246551,11,9,5,1,4,2,0,0,0,40,38,0
23,4,411972,11,9,4,2,4,3,1,0,0,40,38,0
58,0,126550,11,9,2,0,0,4,1,0,0,38,38,1
29,4,176365,11,9,2,3,5,4,0,0,0,40,38,0
56,0,286855,5,4,2,0,0,4,1,0,0,40,38,0
66,6,259322,15,10,2,12,0,4,1,0,0,40,38,1
32,4,154822,11,9,2,7,0,4,1,0,0,42,38,1
39,4,95001,11,9,2,1,5,4,0,0,0,40,38,1
27,4,340191,11,9,0,6,1,4,1,0,0,40,38,0
38,2,193951,1,7,2,2,0,4,1,0,0,40,38,0
28,4,253309,9,13,2,11,5,4,0,0,0,40,38,1
42,4,176397,9,13,2,3,0,4,1,0,0,60,38,0
27,7,189343,9,13,4,9,1,4,0,0,0,40,38,0
74,4,342432,15,10,2,12,0,4,1,0,1748,40,38,1
41,4,204636,9,13,2,3,0,4,1,0,0,60,38,1
30,6,187948,6,5,5,7,4,4,1,0,0,40,38,0
50,6,164005,8,11,2,11,0,4,1,0,0,30,9,0
29,4,166049,9,13,4,9,1,4,0,0,0,50,38,0
36,4,190261,11,9,4,2,4,4,1,0,0,50,38,0
74,5,145578,14,15,3,9,1,2,1,0,0,60,38,0
39,4,206913,12,14,0,3,1,4,0,0,0,40,38,1
42,4,359430,15,10,3,1,4,2,0,0,0,40,38,0
54,2,304052,15,10,3,9,4,4,0,0,0,50,38,0
53,4,205773,9,13,0,12,1,4,1,0,0,50,38,0
28,4,394954,11,9,2,1,0,4,1,0,0,42,38,0
22,4,112819,15,10,4,3,1,4,1,0,0,40,38,0
27,4,183913,11,9,4,2,3,4,0,0,0,25,38,0
35,2,101472,3,2,1,1,0,4,1,0,0,50,38,0
38,4,213792,15,10,2,13,0,4,1,0,0,40,8,0
28,4,153025,0,6,2,13,0,4,1,0,0,45,38,0
37,4,382655,15,10,0,11,4,1,0,0,0,46,38,0
17,4,101147,5,4,4,7,3,4,0,0,0,40,38,0
28,4,85198,9,13,2,3,5,4,1,0,0,38,6,0
62,4,41179,15,10,2,2,0,4,1,0,0,45,38,1
39,0,135423,7,12,4,0,3,4,0,0,0,10,38,0
18,4,208043,11,9,4,11,3,0,0,0,0,6,38,0
35,4,36363,9,13,2,9,0,4,1,0,1899,40,38,1
32,4,226903,15,10,2,2,0,4,1,0,0,40,38,0
21,4,74331,9,13,2,11,5,4,0,0,0,35,38,0
37,4,453688,5,4,2,6,0,4,1,0,0,40,27,0
61,4,336373,11,9,2,0,0,4,1,5265,0,3,38,0
61,0,112219,7,12,2,0,0,4,1,0,0,10,38,0
65,4,364015,15,10,2,1,0,4,1,0,0,48,25,0
56,7,186256,10,16,0,9,4,4,1,0,342,40,11,0
33,4,275885,8,11,2,1,5,4,1,0,0,40,38,1
33,4,172470,11,9,2,6,0,4,1,0,0,45,38,0
22,7,293502,7,12,4,1,3,1,1,0,0,15,38,0
20,0,30649,11,9,4,0,3,4,0,0,0,40,38,0
73,4,430798,5,4,2,6,0,4,1,0,0,40,38,0
65,4,117450,11,9,2,11,0,4,1,0,0,60,38,1
33,4,126066,15,10,0,3,5,4,0,0,0,40,38,0
23,4,352661,11,9,4,7,1,4,1,0,0,40,38,0
51,4,266978,9,13,2,12,0,4,1,0,0,55,38,1
26,0,281076,7,12,2,0,5,4,0,0,0,16,39,0
29,4,191042,15,10,2,1,0,4,1,3132,0,40,38,1
29,4,192339,15,10,4,12,3,2,0,0,0,20,38,0
36,4,131138,11,9,2,6,0,4,1,0,1761,40,38,0
31,4,161586,11,9,4,7,2,4,0,4505,0,40,0,1
46,4,104189,15,10,5,3,4,2,0,0,0,25,38,0
37,4,127481,9,13,4,3,1,1,1,0,0,60,38,1
22,4,306276,15,10,4,1,3,2,0,0,0,40,38,0
49,7,138634,15,10,2,10,0,4,1,0,0,40,38,0
61,4,289122,2,8,2,2,0,4,1,0,1943,40,38,0
19,4,143552,11,9,4,7,3,4,1,1142,0,40,38,0
21,4,84519,11,9,4,5,3,4,1,0,0,40,15,0
24,4,55917,11,9,4,1,4,2,0,0,0,36,25,0
38,4,199176,15,10,4,11,3,4,0,0,0,40,38,0
35,6,195028,15,10,4,3,3,4,0,0,0,20,38,0
71,2,73956,7,12,0,2,1,4,0,0,0,50,38,0
50,5,153432,11,9,2,3,0,4,1,0,0,40,38,0
34,4,202592,10,16,4,9,3,2,0,0,0,40,38,0
50,0,276153,5,4,0,0,4,4,0,0,0,40,38,0
18,4,314139,15,10,4,11,3,4,1,0,0,20,38,0
65,6,118138,11,9,6,0,4,4,0,0,0,20,38,0
34,0,179176,15,10,0,0,4,4,0,0,0,48,38,0
40,4,374760,15,10,2,3,0,4,1,0,0,45,38,1
31,4,135695,8,11,2,1,0,1,1,0,0,40,38,1
44,7,169018,15,10,2,2,0,4,1,0,0,35,38,0
24,2,143058,11,9,4,2,3,2,1,4478,0,40,38,0
32,0,55400,9,13,2,0,0,1,1,0,0,20,34,1
36,4,442002,9,13,2,1,5,4,0,0,0,40,0,1
61,4,154562,5,4,4,11,1,4,0,0,0,40,38,0
22,5,129018,2,8,2,11,0,1,1,0,0,44,38,0
44,2,232628,11,9,3,3,1,4,1,0,1671,40,38,0
39,4,45453,11,9,2,2,0,4,1,0,0,38,38,0
74,0,176387,10,16,2,0,0,4,1,0,0,40,38,0
30,4,195009,9,13,4,1,1,1,1,0,0,50,38,1
50,4,366669,5,4,2,2,0,4,1,0,0,40,38,0
43,1,147644,15,10,2,11,0,4,1,0,0,40,38,0
40,4,138024,11,9,4,13,1,2,1,0,0,40,38,0
44,4,154672,9,13,2,9,0,4,1,0,0,5,38,1
33,4,223444,9,13,4,3,1,4,0,0,0,60,38,0
60,4,138880,0,6,5,5,1,0,1,0,0,28,38,0
35,4,210801,15,10,2,5,0,4,1,0,0,40,38,0
37,4,100070,15,10,4,13,3,4,1,0,0,40,38,0
61,0,132488,15,10,2,0,0,4,1,0,0,30,38,0
27,4,198554,0,6,2,11,0,4,1,9318,0,70,38,0
33,4,123889,15,10,2,3,0,4,1,0,0,45,38,1
24,4,199818,15,10,4,11,3,4,0,0,0,25,38,0
